,timestamp,latitude,longitude,speed_meters_per_second,distance_meters,elapsed_time_seconds,paved_road,unpaved_road,dirt_road,cobblestone_road,asphalt_road,no_speed_bump,speed_bump_asphalt,speed_bump_cobblestone,good_road_left,regular_road_left,bad_road_left,good_road_right,regular_road_right,bad_road_right
0,1577395964.0,-27.6877613350188,-51.12999948343404,8.153332,8.224111081302786,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1577395965.0,-27.6876867028184,-51.13002873077157,8.5995035,8.759105223438793,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2,1577395966.0,-27.687610883211,-51.13005897781031,9.053003,8.915965608586257,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3,1577395967.0,-27.687531621147343,-51.13009019266308,9.403384,9.307470468852513,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4,1577395968.0,-27.68745233183483,-51.13012167923201,9.046014,9.31921954532479,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5,1577395969.0,-27.687377289897185,-51.13015083317739,8.870952,8.798975976815322,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6,1577395970.0,-27.68731006063029,-51.130177492234886,7.8690734,7.900490732038433,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7,1577395971.0,-27.6872507998738,-51.13019930519535,6.619171,6.910478477572533,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8,1577395972.0,-27.6872051961109,-51.13021803450972,4.013756,5.380690315693235,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9,1577395973.0,-27.687173200587512,-51.13023020198556,4.0202923,3.743213112819848,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
10,1577395974.0,-27.68714498431512,-51.1302402658402,3.2877007,3.2805838700640004,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
11,1577395975.0,-27.68711965940417,-51.13024913766631,2.9079688,2.939657527804988,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
12,1577395976.0,-27.68709366440633,-51.13026075286358,3.0923123,3.100125369920532,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
13,1577395977.0,-27.68706021917188,-51.13027479821189,4.011362,3.956719215536765,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
14,1577395978.0,-27.68701587644377,-51.13029317832508,5.244862,5.2376419049418415,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
15,1577395979.0,-27.68696815604123,-51.13031489122816,5.9438734,5.705406567845945,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
16,1577395980.0,-27.68691561412128,-51.13033677100884,6.29705,6.209567740157729,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
17,1577395981.0,-27.68685897502693,-51.130361978339785,6.7396097,6.751043186960729,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
18,1577395982.0,-27.68679931597318,-51.13038723980593,7.0264883,7.065128926332094,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
19,1577395983.0,-27.68673831413015,-51.13041272232677,7.240966,7.212129405450415,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
20,1577395984.0,-27.68667545901992,-51.13043639137265,7.440385,7.346167255129407,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
