,timestamp,latitude,longitude,speed_meters_per_second,distance_meters,elapsed_time_seconds,paved_road,unpaved_road,dirt_road,cobblestone_road,asphalt_road,no_speed_bump,speed_bump_asphalt,speed_bump_cobblestone,good_road_left,regular_road_left,bad_road_left,good_road_right,regular_road_right,bad_road_right
0,1577395421.0,-27.717692279607896,-51.09906028165221,0.008515466,0.0261541320495446,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,1577395422.0,-27.717692749282,-51.09906043416032,0.014854272,0.0541763580096101,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2,1577395423.0,-27.71769258122304,-51.09906073141116,0.01018118,0.0347295632024231,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3,1577395424.0,-27.717692754921845,-51.09905998683941,0.019623693,0.0759084414878127,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4,1577395427.0,-27.71769202257415,-51.09905899871125,0.03219531,0.1268144862236905,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5,1577395428.0,-27.71769203581417,-51.09905880694978,0.021019775,0.0189677750244916,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6,1577395429.0,-27.717691735263145,-51.09905879362776,0.015310547,0.0333314382265834,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7,1577395430.0,-27.71769110263181,-51.09905851808259,0.0136146145,0.0751871342607584,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8,1577395431.0,-27.717691332103545,-51.0990587953034,0.012647284,0.0373367437238871,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9,1577395432.0,-27.71769199518648,-51.09905847088197,0.010489755,0.0801424735869587,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
